Test Series Index,Time Point,Heston Price,Actual Price,Alpha,Eta,Nu,Sigma_nu,Rho,Price Difference,Percentage Error (%)
0,0,1381.448748932518,1913.9,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,532.4512510674822,27.820223160430647
0,1,896.7925818104559,1875.824431896395,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,979.0318500859391,52.19208330153644
0,2,1734.108787717007,1900.0,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,165.8912122829929,8.731116435946994
0,3,2154.687387169324,1906.043682919632,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-248.6437042496923,-13.045016044376581
0,4,633.4767885758847,1924.176971073776,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,1290.7001824978913,67.07803917732284
0,5,1448.099184217543,1863.930699374037,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,415.8315151564939,22.309387108444664
0,6,382.4351925207429,1876.442112348084,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,1494.006919827341,79.61913186641377
0,7,1962.154859993701,1868.554439294321,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-93.60042069938004,-5.0092423710560565
0,8,1508.320060858787,1900.0,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,391.679939141213,20.614733639011213
0,9,1321.342421832429,1946.542458728412,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,625.200036895983,32.11848958611455
0,10,1772.641403442853,1899.901127604197,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,127.25972416134391,6.698228782137747
0,11,3890.379057409948,1931.9239358339,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-1958.455121576048,-101.37330384752939
0,12,1215.006466359642,1884.399286995959,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,669.3928206363171,35.522875924212364
0,13,162.1023950811996,1829.788348118326,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,1667.6859530371264,91.14092101155313
0,14,3231.822712104644,1904.203407813519,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-1327.6193042911248,-69.72045627287
0,15,1580.649864546584,1911.488670022852,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,330.8388054762679,17.307913495103936
0,16,1627.014018728056,1900.685938794293,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,273.6719200662369,14.398587082716134
0,17,1582.547059399898,1845.28546659599,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,262.7384071960921,14.238361053196138
0,18,1406.053442687837,1863.729525959214,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,457.6760832713769,24.557001265289433
0,19,1290.563492848683,1885.662238514649,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,595.0987456659661,31.559137872683397
0,20,250.77229626396,1855.76177862938,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,1604.98948236542,86.48682718052453
0,21,1305.677882224227,1839.552562478453,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,533.874680254226,29.021985625402824
0,22,540.2757363960773,1850.707504292312,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,1310.4317678962348,70.80707053151156
0,23,1115.826810876384,1940.261990936386,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,824.435180060002,42.49092049997449
0,24,2402.823730254058,1842.187103528591,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-560.6366267254668,-30.43320766124154
0,25,2736.694075400039,1825.143618743948,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-911.5504566560908,-49.944039871416464
0,26,1593.348394848705,1900.0,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,306.6516051512949,16.139558165857625
0,27,2428.969067613863,2000.498358352113,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-428.47070926175,-21.418198494034144
0,28,1478.763631814247,1933.935955111934,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,455.17232329768694,23.53605982114036
0,29,2568.707913167411,1861.030015849278,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-707.6778973181329,-38.02614096985347
0,30,2967.368678260864,1919.444788835262,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,-1047.9238894256018,-54.595156657852726
0,31,1850.647234154276,1869.118000905884,0.2641862072050571,-0.003498316183686256,0.02037422694265843,0.01975756585597992,-0.2311094030737877,18.470766751607925,0.9882076328330214
