Test Series Index,Time Point,Heston Price,Actual Price,Alpha,Eta,Nu,Sigma_nu,Rho,Price Difference,Percentage Error (%)
0,0,1079.048606077402,612.6,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-466.4486060774019,-76.14244304234441
0,1,1057.69880404379,637.85,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-419.84880404379,-65.82249808635102
0,2,587.8834724445151,620.7379065163958,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,32.854434071880746,5.292802924870667
0,3,1027.459380149437,635.7994824962806,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-391.65989765315646,-61.60116647396732
0,4,584.98876098447,644.005960336718,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,59.017199352247985,9.164076574911029
0,5,1993.604321655941,689.064184924746,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-1304.5401367311952,-189.32055464088103
0,6,940.0025029127028,608.8571272269842,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-331.1453756857186,-54.388026497104036
0,7,1452.812361364842,672.8596858848837,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-779.9526754799583,-115.91609541211191
0,8,1623.147897156989,671.397237409657,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-951.7506597473321,-141.75671371829247
0,9,1181.264721475683,657.1685661075552,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-524.0961553681278,-79.75064274184287
0,10,1248.690409253428,654.0724819624734,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-594.6179272909546,-90.91009692180722
0,11,1320.304644783519,655.5387344677489,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-664.7659103157702,-101.4075714161289
0,12,1077.542736157313,686.489522494818,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-391.05321366249495,-56.964192583936615
0,13,1583.652789168773,685.3576565997724,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-898.2951325690007,-131.06954068707182
0,14,176.0049802355961,687.4745817329299,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,511.46960149733377,74.39832905648132
0,15,1081.103421187938,660.5,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-420.603421187938,-63.679549006500835
0,16,2713.517207262797,646.2528620754708,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-2067.2643451873264,-319.8847489120917
0,17,2239.040867034993,660.4684880997669,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-1578.572378935226,-239.00797803040302
0,18,1670.116272474417,659.8053293590713,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-1010.3109431153457,-153.12257997321
0,19,1318.57808548243,604.1801103743243,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-714.3979751081057,-118.24255099451968
0,20,1554.196277383722,681.9966853199405,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-872.1995920637814,-127.8891248063196
0,21,1714.531925365955,660.828820012222,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-1053.703105353733,-159.45174808420808
0,22,1318.080672372398,673.3140906359482,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-644.7665817364499,-95.76014978796373
0,23,1794.596601424622,653.262168926049,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-1141.3344324985728,-174.71307643222409
0,24,1587.263777389519,699.5240874813742,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-887.7396899081448,-126.90623608179641
0,25,210.5672274906628,629.1152240220598,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,418.547996531397,66.52962455041792
0,26,202.9360188623104,621.7039122755244,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,418.76789341321404,67.35809203459316
0,27,179.9493178663124,680.7088169537742,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,500.7594990874618,73.56442088239729
0,28,941.7820762177798,694.1314429173074,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-247.65063330047246,-35.67777195910362
0,29,1091.348223588342,630.6856780278752,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-460.6625455604669,-73.0415421832532
0,30,1894.80867019944,637.8666433638509,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,-1256.942026835589,-197.0540456868829
0,31,422.1176364737748,640.9779489003489,0.2235681086778641,0.03092283247970045,-0.0005145488772541285,0.07918047048151493,-0.1234072130173445,218.86031242657413,34.14474909816278
