Test Series Index,Time Point,Heston Price,Actual Price,Alpha,Eta,Nu,Sigma_nu,Rho,Price Difference,Percentage Error (%)
0,0,1135.536608652445,885.5,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-250.036608652445,-28.236771163460755
0,1,1204.590248618504,896.0,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-308.5902486185039,-34.4408759618866
0,2,1067.31117276939,910.7747203192704,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-156.53645245011955,-17.1871758139319
0,3,551.1030006644687,958.5025136336933,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,407.3995129692246,42.50375008666056
0,4,1931.285773237782,984.8082728052315,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-946.4775004325505,-96.10779342221653
0,5,1370.732559518681,996.4111057679972,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-374.32145375068376,-37.5669692543391
0,6,1039.490847141191,1026.972881934265,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-12.517965206925965,-1.2189187686581215
0,7,1201.651246635523,890.65,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-311.001246635523,-34.918458051481835
0,8,1216.759338728811,934.5,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-282.2593387288109,-30.204316610894693
0,9,1527.443280131949,937.975891602707,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-589.467388529242,-62.84462040085348
0,10,2042.48498094704,981.0264699083826,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-1061.4585110386574,-108.19876360092367
0,11,1763.209397171511,934.021067084404,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-829.188330087107,-88.77619138457574
0,12,3285.593903784815,1022.668843909881,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-2262.925059874934,-221.2764252427295
0,13,1333.351934392394,966.5798949198539,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-366.7720394725401,-37.94534123875521
0,14,1872.638297772559,1035.246767879702,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-837.3915298928571,-80.88810860119139
0,15,954.2599408168026,962.7959336650158,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,8.535992848213255,0.8865838076112159
0,16,1219.069622304596,965.7,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-253.36962230459585,-26.236887470704755
0,17,1291.951161093581,1003.05,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-288.9011610935811,-28.802269188333696
0,18,1845.132781485823,940.9236297136631,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-904.2091517721599,-96.09803848239245
0,19,496.7385184774012,956.2468863720969,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,459.5083678946957,48.05331912117629
0,20,977.4068040357488,1055.134181856926,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,77.72737782117724,7.366587032976712
0,21,909.6048612886589,963.540262855812,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,53.93540156715312,5.597628209878369
0,22,2734.641329588259,997.6483840385141,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-1736.992945549745,-174.1087314268319
0,23,2380.588575689151,989.8516449244764,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-1390.7369307646748,-140.49953221735413
0,24,1992.237631514829,1034.194283190698,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-958.0433483241311,-92.63668963324514
0,25,4717.474612073522,1011.358293522933,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-3706.116318550589,-366.44939209830596
0,26,4146.925602404226,1006.176101159071,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-3140.749501245155,-312.1470980703227
0,27,1748.992796420061,1002.983990203547,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-746.008806216514,-74.37893460942661
0,28,1482.881932595967,959.7623045706508,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-523.1196280253163,-54.50512335544722
0,29,1502.737304252132,986.0785679887204,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-516.6587362634116,-52.395291109229504
0,30,1908.098137490324,960.3888835721656,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-947.7092539181584,-98.67974006458246
0,31,2008.128352051222,950.7894510160328,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,-1057.3389010351893,-111.2064190347606
0,32,280.4202013470549,1034.390532480955,0.292397839576006,0.04562288597226143,-0.001852128840982914,0.0600997731089592,-0.2884996563196182,753.9703311339001,72.89029698730175
